2093-06-01	二零九三 癸丑[牛]年 五月大初八	周一	无	南方五道诞	国际儿童节	癸丑 丁巳 戊戌 丁巳	无	芒种 (6, 5)	牛	双子座	祭祀、结婚姻、宴会、嫁娶、沐浴、剃头、修造、上表章、上官、竖柱上梁、纳财、捕捉、栽种、牧养、庆赐、临政、搬移、裁制、纳采、解除、入宅、整容、举正直、求嗣、缮城郭、施恩、修宫室、整手足甲、祈福	修仓库
2093-06-16	二零九三 癸丑[牛]年 五月大廿三	周二	无	无	无	癸丑 戊午 癸丑 丁巳	无	夏至 (6, 20)	牛	双子座	祭祀、入宅、覃恩、赴任、恤孤茕、雪冤	结婚姻、剃头、求医疗病、上表章、上官、冠带、竖柱上梁、修置产室、开渠、穿井、安碓硙、破屋坏垣、栽种、牧养、破土、安葬、启攒、补垣、临政、裁制、开仓、修仓库、鼓铸、颁诏、解除、乘船渡水、纳畜、出师、招贤、整容、筑堤防、举正直、求嗣、营建、缮城郭、施恩、修饰垣墙、宣政事、上册、塞穴、整手足甲、修宫室
2093-06-17	二零九三 癸丑[牛]年 五月大廿四	周三	无	无	无	癸丑 戊午 甲寅 己巳	无	夏至 (6, 20)	牛	双子座	宴会、上官、入学、进人口、竖柱上梁、经络、开市、纳财、安碓硙、栽种、牧养、庆赐、临政、裁制、立券交易、筑堤防、举正直、酝酿、求嗣、缮城郭、施恩、修宫室、祈福	祭祀、选将、远回、出师、开仓
2093-06-18	二零九三 癸丑[牛]年 五月大廿五	周四	无	无	无	癸丑 戊午 乙卯 辛巳	无	夏至 (6, 20)	牛	双子座	祭祀	出行、结婚姻、宴会、嫁娶、安床、修造、求医疗病、上表章、上官、冠带、进人口、竖柱上梁、经络、开市、纳财、修置产室、开渠、穿井、捕捉、畋猎、栽种、牧养、破土、安葬、启攒、庆赐、补垣、临政、搬移、裁制、开仓、纳采、修仓库、鼓铸、颁诏、解除、乘船渡水、出师、纳畜、招贤、布政事、选将、筑堤防、举正直、酝酿、针刺、求嗣、营建、缮城郭、施恩、安抚边境、宣政事、取鱼、上册、塞穴、修宫室、立券交易、祈福
2093-06-19	二零九三 癸丑[牛]年 五月大廿六	周五	无	无	无	癸丑 戊午 丙辰 癸巳	无	夏至 (6, 20)	牛	双子座	结婚姻、宴会、修造、求医疗病、上表章、上官、入学、竖柱上梁、开市、纳财、修置产室、开渠、穿井、安碓硙、栽种、牧养、庆赐、临政、搬移、裁制、纳采、赴任、颁诏、恤孤茕、解除、出师、纳畜、招贤、选将、覃恩、举正直、求嗣、雪冤、营建、缮城郭、施恩、安抚边境、宣政事、上册、修宫室、祈福、诉讼	伐木、畋猎、取鱼
2093-06-20	二零九三 癸丑[牛]年 五月大廿七	周六	无	无	无	癸丑 戊午 丁巳 乙巳	夏至	小暑 (7, 6)	牛	双子座	补垣、裁制、恤孤茕、筑堤防、覃恩、雪冤、塞穴	出行、结婚姻、宴会、嫁娶、安床、剃头、修造、求医疗病、上表章、上官、进人口、竖柱上梁、开市、修置产室、开渠、穿井、破土、安葬、启攒、庆赐、临政、搬移、开仓、纳采、颁诏、解除、出师、招贤、布政事、整容、选将、举正直、针刺、求嗣、营建、施恩、安抚边境、宣政事、上册、修宫室、疗目、祈福
2093-06-21	二零九三 癸丑[牛]年 五月大廿八	周日	无	无	父亲节	癸丑 戊午 戊午 丁巳	无	小暑 (7, 6)	牛	双子座	祭祀、入宅	出行、结婚姻、宴会、嫁娶、安床、剃头、修造、求医疗病、上表章、上官、冠带、进人口、竖柱上梁、经络、开市、纳财、修置产室、开渠、穿井、安碓硙、平治道涂、破屋坏垣、伐木、栽种、牧养、破土、安葬、启攒、庆赐、补垣、临政、搬移、裁制、开仓、纳采、修仓库、鼓铸、颁诏、解除、纳畜、出师、招贤、整容、布政事、选将、筑堤防、举正直、酝酿、求嗣、营建、缮城郭、施恩、宣政事、安抚边境、修饰垣墙、上册、苫盖、塞穴、整手足甲、修宫室、远回、立券交易、祈福
2093-06-22	二零九三 癸丑[牛]年 五月大廿九	周一	无	无	无	癸丑 戊午 己未 己巳	无	小暑 (7, 6)	牛	巨蟹座	祭祀、宴会、沐浴、剃头、上官、进人口、竖柱上梁、经络、纳财、扫舍宇、栽种、牧养、安葬、庆赐、临政、裁制、开仓、立券交易、解除、纳畜、整容、举正直、酝酿、求嗣、缮城郭、施恩、整手足甲、修宫室、祈福	诸事不忌
2093-06-23	二零九三 癸丑[牛]年 五月大三十	周二	无	无	无	癸丑 戊午 庚申 辛巳	无	小暑 (7, 6)	牛	巨蟹座	出行、沐浴、剃头、上表章、进人口、竖柱上梁、开市、纳财、扫舍宇、安葬、补垣、搬移、裁制、解除、整容、缮城郭、塞穴、上册、修宫室、整手足甲	祭祀、结婚姻、嫁娶、安床、招贤、举正直、施恩、纳采
2093-06-24	二零九三 癸丑[牛]年 六月小初一	周三	无	无	无	癸丑 戊午 辛酉 癸巳	无	小暑 (7, 6)	牛	巨蟹座	沐浴、剃头、扫舍宇、平治道涂、恤孤茕、整容、覃恩、雪冤、修饰垣墙	宴会、冠带、修置产室、开渠、穿井、畋猎、启攒、筑堤防、布政事、取鱼、鼓铸、修宫室、开仓
2093-06-25	二零九三 癸丑[牛]年 六月小初二	周四	无	无	无	癸丑 戊午 壬戌 乙巳	无	小暑 (7, 6)	牛	巨蟹座	祭祀、结婚姻、宴会、上官、冠带、进人口、竖柱上梁、经络、安碓硙、庆赐、临政、裁制、纳采、纳畜、酝酿、缮城郭、修宫室、祈福	求医疗病、开市、立券、修置产室、开渠、穿井、栽种、开张、解除、开仓
2093-06-26	二零九三 癸丑[牛]年 六月小初三	周五	无	无	无	癸丑 戊午 癸亥 丁巳	无	小暑 (7, 6)	牛	巨蟹座	祭祀、沐浴、捕捉、赴任、入宅、恤孤茕、覃恩、雪冤	嫁娶、剃头、冠带、修置产室、开渠、穿井、安碓硙、破屋坏垣、畋猎、破土、启攒、补垣、鼓铸、布政事、整容、筑堤防、取鱼、修饰垣墙、塞穴、整手足甲、修宫室
2093-06-27	二零九三 癸丑[牛]年 六月小初四	周六	无	无	无	癸丑 戊午 甲子 己巳	无	小暑 (7, 6)	牛	巨蟹座	诸事不宜	诸事不宜
2093-06-28	二零九三 癸丑[牛]年 六月小初五	周日	无	无	无	癸丑 戊午 乙丑 辛巳	无	小暑 (7, 6)	牛	巨蟹座	祭祀、覃恩、恤孤茕、雪冤	出行、结婚姻、宴会、嫁娶、安床、剃头、修造、求医疗病、上表章、上官、冠带、进人口、竖柱上梁、经络、开市、纳财、修置产室、开渠、穿井、安碓硙、破屋坏垣、栽种、牧养、破土、安葬、启攒、庆赐、补垣、临政、搬移、裁制、开仓、纳采、修仓库、鼓铸、颁诏、解除、纳畜、出师、乘船渡水、招贤、布政事、选将、整容、筑堤防、举正直、酝酿、求嗣、营建、缮城郭、施恩、安抚边境、宣政事、修饰垣墙、上册、塞穴、整手足甲、修宫室、立券交易、祈福
2093-06-29	二零九三 癸丑[牛]年 六月小初六	周一	无	无	无	癸丑 戊午 丙寅 癸巳	无	小暑 (7, 6)	牛	巨蟹座	结婚姻、宴会、求医疗病、上表章、上官、入学、进人口、竖柱上梁、经络、开市、纳财、安碓硙、栽种、牧养、庆赐、临政、裁制、纳采、修仓库、颁诏、恤孤茕、解除、招贤、筑堤防、覃恩、举正直、酝酿、求嗣、雪冤、营建、缮城郭、施恩、宣政事、上册、修宫室、立券交易、祈福	祭祀、畋猎、取鱼、远回、整手足甲
2093-06-30	二零九三 癸丑[牛]年 六月小初七	周二	无	无	无	癸丑 戊午 丁卯 乙巳	无	小暑 (7, 6)	牛	巨蟹座	祭祀、恤孤茕、覃恩、雪冤	出行、结婚姻、宴会、嫁娶、安床、剃头、修造、求医疗病、上表章、上官、冠带、进人口、竖柱上梁、经络、开市、纳财、修置产室、开渠、穿井、捕捉、畋猎、栽种、牧养、破土、安葬、启攒、庆赐、补垣、临政、搬移、裁制、开仓、纳采、修仓库、鼓铸、颁诏、解除、乘船渡水、出师、纳畜、招贤、布政事、选将、筑堤防、整容、举正直、酝酿、针刺、求嗣、营建、缮城郭、施恩、安抚边境、宣政事、取鱼、上册、塞穴、修宫室、立券交易、祈福
